Region,P_Code,Sector,Activity_Type,Organisation,Activity_Description,Start_Date,End_Date,Comments
Koubia,GIN006001,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Koubia,GIN006001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Koundara,GIN001005,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Koundara,GIN001005,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Kouroussa,GIN004003,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Kouroussa,GIN004003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Labé,GIN006002,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Labé,GIN006002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Lelouma,GIN006003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Lola,GIN008002,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Lola,GIN008002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Macenta,GIN008003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Mali,GIN006004,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Mali,GIN006004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Mamou,GIN007002,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Mamou,GIN007002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Mandiana,GIN004004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Conakry,GIN002001,Communication,Comités de veille,UNICEF,En Partenariat avec les agences du systeme et les ONGs,,,
Nzérékoré,GIN008004,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Nzérékoré,GIN008004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Pita,GIN007003,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Pita,GIN007003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Siguiri,GIN004005,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Siguiri,GIN004005,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Télimélé,GIN005005,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Télimélé,GIN005005,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Tougue,GIN006005,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Tougue,GIN006005,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Yomou,GIN008005,Communication,Campagne médiatique,UNICEF,campagnes radiophoniques (radios rurales),,,
Yomou,GIN008005,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,UNICEF,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Boffa,GIN001001,Communication,Comités de veille,UNICEF/Caritas/OCPH,(CU+ 7CR),,,
Dinguiraye,GIN003002,Communication,Comités de veille,UNICEF/Caritas/OCPH,(CU+7CR),,,
Faranah,GIN003003,Communication,Comités de veille,UNICEF/Caritas/OCPH,(CU+10 CR);,,,
Koubia,GIN006001,Communication,Comités de veille,UNICEF/Caritas/OCPH,,,,
Koundara,GIN001005,Communication,Comités de veille,UNICEF/Caritas/OCPH,,,,
Labé,GIN006002,Communication,Comités de veille,UNICEF/Caritas/OCPH,,,,
Mali,GIN006004,Communication,Comités de veille,UNICEF/Caritas/OCPH,,,,
Mandiana,GIN004004,Communication,Comités de veille,UNICEF/Caritas/OCPH,(CU+12CR),,,
Tougue,GIN006005,Communication,Comités de veille,UNICEF/Caritas/OCPH, ,,,
Conakry,GIN002001,Communication,Comités de veille,UNICEF/CNOSCG,,,,
Dabola,GIN003001,Communication,Comités de veille,UNICEF/CNOSCG,(CU+ 8 CR),,,
Dalaba,GIN007001,Communication,Comités de veille,UNICEF/CNOSCG,(CU+9 CR),,,
Fria,GIN001003,Communication,Comités de veille,UNICEF/CNOSCG,,,,
Gaoual,GIN001004,Communication,Comités de veille,UNICEF/CNOSCG,,,,
Kindia,GIN005004,Communication,Comités de veille,UNICEF/CNOSCG,(CU+9CR),,,
Lelouma,GIN006003,Communication,Comités de veille,UNICEF/CNOSCG,,,,
Pita,GIN007003,Communication,Comités de veille,UNICEF/CNOSCG,(CU+12CR),,,
Télimélé,GIN005005,Communication,Comités de veille,UNICEF/CNOSCG,(CU+13 CR),,,
Mamou,GIN007002,Communication,Comités de veille,UNICEF/CNOSCG/Sante Plus,(CU+13CR),,,
Kankan,GIN004001,Communication,Comités de veille,UNICEF/Concern Universal,(CU+12CR),,,
Coyah,GIN005001,Communication,Comités de veille,UNICEF/Plan Guinee,(CU+ 3CR),,,
Dubreka,GIN005002,Communication,Comités de veille,UNICEF/Plan Guinee,(1CU+  6CR),,,
Forecariah,GIN005003,Communication,Comités de veille,UNICEF/Plan Guinee,(CU+9CR),,,
Guéckédou,GIN008006,Communication,Comités de veille,UNICEF/Plan Guinee,(CU+9 CR),,,
Kissidougou,GIN003004,Communication,Comités de veille,UNICEF/Plan Guinee,(CU+14CR),,,
Macenta,GIN008003,Communication,Comités de veille,UNICEF/Plan Guinee,(CU+14CR),,,
Nzérékoré,GIN008004,Communication,Comités de veille,UNICEF/Plan Guinee,(CU+10CR),,,
Yomou,GIN008005,Communication,Comités de veille,UNICEF/Plan Guinee,(4CR + CU+6CR),,,
Boké,GIN001002,Communication,Comités de veille,UNICEF/Sante Plus,(1CU+  10CR),,,
Beyla,GIN008001,Communication,Comités de veille,UNICEF/Save the Children,,,,
Kérouané,GIN004002,Communication,Comités de veille,UNICEF/Save the Children,(CU+7 CR),,,
Kouroussa,GIN004003,Communication,Comités de veille,UNICEF/Save the Children,(CU+ 11 CR),,,
Lola,GIN008002,Communication,Comités de veille,UNICEF/Save the Children,(CU+ 8 CR),,,
Siguiri,GIN004005,Communication,Comités de veille,UNICEF/Save the Children,(CU+ 12 CR),,,
Beyla,GIN008001,Prise en charge,Soutien aux Centres de Transit Communautaires (CTCom),Union Européenne,Financement,,,
Guéckédou,GIN008006,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),Union Européenne,Financement,,,
Lola,GIN008002,Prise en charge,Soutien aux Centres de Transit Communautaires (CTCom),Union Européenne,Financement,,,
Macenta,GIN008003,Prise en charge,Soutien aux Centres de Transit Communautaires (CTCom),Union Européenne,Financement,,,
Nzérékoré,GIN008004,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),Union Européenne,Financement,,,
Beyla,GIN008001,Coordination,Appui à  la coordination préfectorale,UNMEER,,,12/31/2014,
Beyla,GIN008001,Gestion des données,Gestion des données,UNMEER,,,12/31/2014,
Boffa,GIN001001,Coordination,Appui à  la coordination préfectorale,UNMEER,,,12/31/2014,
Boffa,GIN001001,Gestion des données,Gestion des données,UNMEER,,,,
Boké,GIN001002,Coordination,Appui à  la coordination préfectorale,UNMEER,,,12/31/2014,
Boké,GIN001002,Gestion des données,Gestion des données,UNMEER,,,,
Conakry,GIN002001,Coordination,Appui à  la coordination préfectorale,UNMEER,,,12/31/2014,
Conakry,GIN002001,Gestion des données,Gestion des données,UNMEER,,,12/31/2014,
Coyah,GIN005001,Coordination,Appui à  la coordination préfectorale,UNMEER,,,12/31/2014,
Coyah,GIN005001,Gestion des données,Gestion des données,UNMEER,,,12/31/2014,
Dabola,GIN003001,Coordination,Appui à  la coordination préfectorale,UNMEER,,,12/31/2014,
Dabola,GIN003001,Gestion des données,Gestion des données,UNMEER,,,,
Dalaba,GIN007001,Coordination,Appui à  la coordination préfectorale,UNMEER,,,12/31/2014,
Dalaba,GIN007001,Gestion des données,Gestion des données,UNMEER,,,1/1/2015,
Dinguiraye,GIN003002,Coordination,Appui à  la coordination préfectorale,UNMEER,,,12/31/2014,
Dinguiraye,GIN003002,Gestion des données,Gestion des données,UNMEER,,,1/1/2015,
Dubreka,GIN005002,Coordination,Appui à  la coordination préfectorale,UNMEER,,,12/31/2014,
Dubreka,GIN005002,Gestion des données,Gestion des données,UNMEER,,,,
Faranah,GIN003003,Coordination,Appui à  la coordination préfectorale,UNMEER,,,12/31/2014,
Faranah,GIN003003,Gestion des données,Gestion des données,UNMEER,,,,
Forecariah,GIN005003,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Forecariah,GIN005003,Gestion des données,Gestion des données,UNMEER,,,,
Fria,GIN001003,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Fria,GIN001003,Gestion des données,Gestion des données,UNMEER,,,,
Gaoual,GIN001004,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Gaoual,GIN001004,Gestion des données,Gestion des données,UNMEER,,,,
Guéckédou,GIN008006,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Guéckédou,GIN008006,Gestion des données,Gestion des données,UNMEER,,,,
Kankan,GIN004001,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Kankan,GIN004001,Gestion des données,Gestion des données,UNMEER,,,,
Kérouané,GIN004002,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Kérouané,GIN004002,Gestion des données,Gestion des données,UNMEER,,,,
Kindia,GIN005004,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Kindia,GIN005004,Gestion des données,Gestion des données,UNMEER,,,,
Kissidougou,GIN003004,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Kissidougou,GIN003004,Gestion des données,Gestion des données,UNMEER,,,,
Koubia,GIN006001,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Koubia,GIN006001,Gestion des données,Gestion des données,UNMEER,,,,
Koundara,GIN001005,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Koundara,GIN001005,Gestion des données,Gestion des données,UNMEER,,,,
Kouroussa,GIN004003,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Kouroussa,GIN004003,Gestion des données,Gestion des données,UNMEER,,,,
Labé,GIN006002,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Labé,GIN006002,Gestion des données,Gestion des données,UNMEER,,,,
Lelouma,GIN006003,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Lelouma,GIN006003,Gestion des données,Gestion des données,UNMEER,,,,
Lola,GIN008002,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Lola,GIN008002,Gestion des données,Gestion des données,UNMEER,,,,
Macenta,GIN008003,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Macenta,GIN008003,Gestion des données,Gestion des données,UNMEER,,,,
Mali,GIN006004,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Mali,GIN006004,Gestion des données,Gestion des données,UNMEER,,,,
Mamou,GIN007002,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Mamou,GIN007002,Gestion des données,Gestion des données,UNMEER,,,,
Mandiana,GIN004004,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Mandiana,GIN004004,Gestion des données,Gestion des données,UNMEER,,,,
Nzérékoré,GIN008004,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Nzérékoré,GIN008004,Gestion des données,Gestion des données,UNMEER,,,,
Pita,GIN007003,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Pita,GIN007003,Gestion des données,Gestion des données,UNMEER,,,,
Siguiri,GIN004005,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Siguiri,GIN004005,Gestion des données,Gestion des données,UNMEER,,,,
Télimélé,GIN005005,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Télimélé,GIN005005,Gestion des données,Gestion des données,UNMEER,,,,
Tougue,GIN006005,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Tougue,GIN006005,Gestion des données,Gestion des données,UNMEER,,,,
Yomou,GIN008005,Coordination,Appui à  la coordination préfectorale,UNMEER,,,,
Yomou,GIN008005,Gestion des données,Gestion des données,UNMEER,,,,
Beyla,GIN008001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Beyla,GIN008001,Gestion des données,Suivi et évaluation,UNMEER,,,12/31/2014,
Beyla,GIN008001,Logistique,Renforcer l’équipe logistique,UNMEER,,,12/31/2014,
Boffa,GIN001001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Boké,GIN001002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Conakry,GIN002001,Gestion des données,Suivi et évaluation,UNMEER,,,12/31/2014,
Conakry,GIN002001,Logistique,Gestion d'entrepôt,UNMEER,,,,
Conakry,GIN002001,Logistique,Renforcer l’équipe logistique,UNMEER,,,,
Coyah,GIN005001,Gestion des données,Suivi et évaluation,UNMEER,,,12/31/2014,
Dabola,GIN003001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Dalaba,GIN007001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Dalaba,GIN007001,Gestion des données,Suivi et évaluation,UNMEER,,,1/15/2015,
Dinguiraye,GIN003002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Dinguiraye,GIN003002,Gestion des données,Suivi et évaluation,UNMEER,,,1/15/2015,
Dubreka,GIN005002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Faranah,GIN003003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Faranah,GIN003003,Gestion des données,Suivi et évaluation,UNMEER,,,,
Forecariah,GIN005003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Fria,GIN001003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Gaoual,GIN001004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Guéckédou,GIN008006,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Guéckédou,GIN008006,Logistique,Gestion d'entrepôt,UNMEER,,,,
Guéckédou,GIN008006,Logistique,Renforcer l’équipe logistique,UNMEER,,,,
Kankan,GIN004001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Kankan,GIN004001,Logistique,Gestion d'entrepôt,UNMEER,,,,
Kankan,GIN004001,Logistique,Renforcer l’équipe logistique,UNMEER,,,,
Kérouané,GIN004002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Kérouané,GIN004002,Gestion des données,Suivi et évaluation,UNMEER,,,,
Kérouané,GIN004002,Logistique,Gestion d'entrepôt,UNMEER,,,,
Kérouané,GIN004002,Logistique,Renforcer l’équipe logistique,UNMEER,,,,
Kindia,GIN005004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Kindia,GIN005004,Gestion des données,Suivi et évaluation,UNMEER,,,,
Kissidougou,GIN003004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Kissidougou,GIN003004,Gestion des données,Suivi et évaluation,UNMEER,,,,
Kissidougou,GIN003004,Logistique,Gestion d'entrepôt,UNMEER,,,,
Kissidougou,GIN003004,Logistique,Renforcer l’équipe logistique,UNMEER,,,,
Koubia,GIN006001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Koundara,GIN001005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Kouroussa,GIN004003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Kouroussa,GIN004003,Gestion des données,Suivi et évaluation,UNMEER,,,,
Labé,GIN006002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Labé,GIN006002,Gestion des données,Suivi et évaluation,UNMEER,,,,
Lelouma,GIN006003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Lola,GIN008002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Macenta,GIN008003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Macenta,GIN008003,Logistique,Gestion d'entrepôt,UNMEER,,,,
Macenta,GIN008003,Logistique,Renforcer l’équipe logistique,UNMEER,,,,
Mali,GIN006004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Mamou,GIN007002,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Mandiana,GIN004004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Conakry,GIN002001,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Nzérékoré,GIN008004,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Nzérékoré,GIN008004,Logistique,Gestion d'entrepôt,UNMEER,,,,
Nzérékoré,GIN008004,Logistique,Renforcer l’équipe logistique,UNMEER,,,,
Pita,GIN007003,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Siguiri,GIN004005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Siguiri,GIN004005,Gestion des données,Suivi et évaluation,UNMEER,,,,
Siguiri,GIN004005,Logistique,Gestion d'entrepôt,UNMEER,,,,
Siguiri,GIN004005,Logistique,Renforcer l’équipe logistique,UNMEER,,,,
Télimélé,GIN005005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Tougue,GIN006005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Yomou,GIN008005,Coordination,Soutien financier et/ou materiel et/ou ressource humaine,UNMEER,,,,
Yomou,GIN008005,Gestion des données,Suivi et évaluation,UNMEER,,,,
Beyla,GIN008001,Coordination,Appui à  la coordination préfectorale,USAID,,,,
Beyla,GIN008001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),USAID,Formation pour AC,,,
Kankan,GIN004001,Coordination,Appui à  la coordination préfectorale,USAID,,,,
Kankan,GIN004001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),USAID,Formation pour AC,,,
Kouroussa,GIN004003,Coordination,Appui à  la coordination préfectorale,USAID,,,,
Kouroussa,GIN004003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),USAID,Salaire pour AC (20),,,
Conakry,GIN002001,Recherche,Suivi et évaluation,USAID,Impact du virus d'Ebola sur la prise en charge du paludisme,,,
Kankan,GIN004001,Communication,Comités de veille,USAID,30 CV,,,
Beyla,GIN008001,Communication,Comités de veille,USAID,(40 CV),,,
Beyla,GIN008001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),USAID/JHPIEGO (PI hôpitaux et CS),Formation,,12/15/2014,
Beyla,GIN008001,Prise en charge,Prévention et contrôle des infections,USAID/JHPIEGO (PI hôpitaux et CS),Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Conakry,GIN002001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),USAID/JHPIEGO (PI hôpitaux et CS),Formation,,1/16/2015,
Conakry,GIN002001,Prise en charge,Prévention et contrôle des infections,USAID/JHPIEGO (PI hôpitaux et CS),Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Forecariah,GIN005003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),USAID/JHPIEGO (PI hôpitaux et CS),Formation,,,
Forecariah,GIN005003,Prise en charge,Prévention et contrôle des infections,USAID/JHPIEGO (PI hôpitaux et CS),Formation et manuel de procédure  pour controler l'infection et pour les mesures à prendre en face d'un cas suspect. ,,,
Forecariah,GIN005003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),USAID/JHPIEGO/OMS (PI hôpitaux et CS),Recrutement,,,
Beyla,GIN008001,Communication,Campagne médiatique,USAID/Save the Children,,,,
Kankan,GIN004001,Communication,Campagne médiatique,USAID/Save the Children,,,,
Kouroussa,GIN004003,Communication,Campagne médiatique,USAID/Save the Children,,,,
Kouroussa,GIN004003,Communication,Comités de veille,USAID/Save the Children,90 CV,,1/31/2015,
