Region,P_Code,Sector,Activity_Type,Organisation,Activity_Description,Start_Date,End_Date,Comments
Dubréka,GIN005002,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,en cours,
Faranah,GIN003003,Surveillance & suivi,agent communautaire,UNFPA,Credit mensuel de Communication pour AC,,12/31/2014,
Forecariah,GIN005003,Surveillance & suivi,agent communautaire,OMS,Credit mensuel de Communication pour AC,,,
Forecariah,GIN005003,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,,
Forecariah,GIN005003,Surveillance & suivi,agent communautaire,Plan,Credit mensuel de Communication pour AC,,,
Forecariah,GIN005003,Surveillance & suivi,agent communautaire,ACF,Credit mensuel de Communication pour AC,12/22/2014,,
Guéckédou,GIN008002,Surveillance & suivi,agent communautaire,OMS,Credit mensuel de Communication pour AC,,en cours,
Guéckédou,GIN008002,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,en cours,
Guéckédou,GIN008002,Surveillance & suivi,agent communautaire,Plan,Credit mensuel de Communication pour AC,,en cours,
Kankan,GIN004001,Surveillance & suivi,agent communautaire,UNFPA,Credit mensuel de Communication pour AC,,12/31/2014,
Kankan,GIN004001,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,,
Kérouané,GIN004002,Surveillance & suivi,agent communautaire,UNFPA,Credit mensuel de Communication pour AC,,12/31/2014,
Kérouané,GIN004002,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,,
Kindia,GIN005004,Surveillance & suivi,agent communautaire,OMS,Credit mensuel de Communication pour AC,,en cours,
Kindia,GIN005004,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,en cours,
Kouroussa,GIN004003,Surveillance & suivi,agent communautaire,UNFPA,Credit mensuel de Communication pour AC,,12/31/2014,
Kouroussa,GIN004003,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,,
Labé,GIN006002,Surveillance & suivi,agent communautaire,UNFPA,Credit mensuel de Communication pour AC,,12/10/2014,
Labé,GIN006002,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,,
Labé,GIN006002,Surveillance & suivi,agent communautaire,ACF,Credit mensuel de Communication pour AC,,1/5/2015,
Lola,GIN008003,Surveillance & suivi,agent communautaire,OMS,Credit mensuel de Communication pour AC,,en cours,
Lola,GIN008003,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,en cours,
Lola,GIN008003,Surveillance & suivi,agent communautaire,UNFPA,Credit mensuel de Communication pour AC,,en cours,
Macenta,GIN008004,Surveillance & suivi,agent communautaire,OMS,Credit mensuel de Communication pour AC,,,
Macenta,GIN008004,Surveillance & suivi,agent communautaire,UNFPA,Credit mensuel de Communication pour AC,,12/31/2014,
Macenta,GIN008004,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,,
Macenta,GIN008004,Surveillance & suivi,agent communautaire,plan,Credit mensuel de Communication pour AC,,,
N'zérékoré,GIN008005,Surveillance & suivi,agent communautaire,UNFPA,Credit mensuel de Communication pour AC,,12/31/2014,
N'zérékoré,GIN008005,Surveillance & suivi,agent communautaire,OMS,Credit mensuel de Communication pour AC,,,
N'zérékoré,GIN008005,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,11/15/2014,
N'zérékoré,GIN008005,Surveillance & suivi,agent communautaire,plan,Credit mensuel de Communication pour AC,,,
Pita,GIN007003,Surveillance & suivi,agent communautaire,ACF,,1/12/2015,,
Siguiri,GIN004005,Surveillance & suivi,agent communautaire,OMS,Credit mensuel de Communication pour AC,,,
Siguiri,GIN004005,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,,
Siguiri,GIN004005,Surveillance & suivi,agent communautaire,UNFPA,Credit mensuel de Communication pour AC,,12/31/2014,
Yomou,GIN008006,Surveillance & suivi,agent communautaire,UNFPA,Credit mensuel de Communication pour AC,,12/31/2014,
Yomou,GIN008006,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,,
Yomou,GIN008006,Surveillance & suivi,agent communautaire,OMS,Credit mensuel de Communication pour AC,,,
Yomou,GIN008006,Surveillance & suivi,agent communautaire,CDC,Credit mensuel de Communication pour AC,,,
Beyla,GIN008001,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Beyla,GIN008001,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Boké,GIN001002,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Boké,GIN001002,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Conakry,GIN002001,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Conakry,GIN002001,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Coyah,GIN005001,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Coyah,GIN005001,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Coyah,GIN005001,Surveillance & suivi,Superviseurs de proximité,plan,Formation de superviseurs de proximite,,,
Dalaba,GIN007001,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Dalaba,GIN007001,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Dubréka,GIN005002,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Dubréka,GIN005002,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Faranah,GIN003003,Surveillance & suivi,Superviseurs de proximité,UNFPA,Formation de superviseurs de proximite (2),,,
Forecariah,GIN005003,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Forecariah,GIN005003,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Forecariah,GIN005003,Surveillance & suivi,Superviseurs de proximité,plan,Formation de superviseurs de proximite,,,
Guéckédou,GIN008002,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Guéckédou,GIN008002,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Guéckédou,GIN008002,Surveillance & suivi,Superviseurs de proximité,plan,Formation de superviseurs de proximite,,en cours,
Guéckédou,GIN008002,Surveillance & suivi,Superviseurs de proximité,MSF,Formation de superviseurs de proximite,,,
Kankan,GIN004001,Surveillance & suivi,Superviseurs de proximité,UNFPA,Formation de superviseurs de proximite (9),,,
Kankan,GIN004001,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Kérouané,GIN004002,Surveillance & suivi,Superviseurs de proximité,UNFPA,Formation de superviseurs de proximite (8),,,
Kérouané,GIN004002,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Kindia,GIN005004,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Kindia,GIN005004,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Kouroussa,GIN004003,Surveillance & suivi,Superviseurs de proximité,UNFPA,Formation de superviseurs de proximite (2),,,
Kouroussa,GIN004003,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Labé,GIN006002,Surveillance & suivi,Superviseurs de proximité,UNFPA,Formation de superviseurs de proximite,,,
Labé,GIN006002,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Lola,GIN008003,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Lola,GIN008003,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Lola,GIN008003,Surveillance & suivi,Superviseurs de proximité,UNFPA,Formation de superviseurs de proximite,,,
Macenta,GIN008004,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Macenta,GIN008004,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Macenta,GIN008004,Surveillance & suivi,Superviseurs de proximité,UNFPA,Formation de superviseurs de proximite (10),,,
Macenta,GIN008004,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Macenta,GIN008004,Surveillance & suivi,Superviseurs de proximité,plan,Formation de superviseurs de proximite,,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,UNFPA,Formation de superviseurs de proximite,,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,plan,Formation de superviseurs de proximite,,,
Mamou,GIN007002,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Mamou,GIN007002,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Mamou,GIN007002,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Mandiana,GIN004004,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Mandiana,GIN004004,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Mandiana,GIN004004,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Pita,GIN007003,Surveillance & suivi,Superviseurs de proximité,ACF,Formation de superviseurs de proximite,,,
Siguiri,GIN004005,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Siguiri,GIN004005,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Yomou,GIN008006,Surveillance & suivi,Superviseurs de proximité,UNFPA,Formation de superviseurs de proximite,,,
Yomou,GIN008006,Surveillance & suivi,Superviseurs de proximité,OMS,Formation de superviseurs de proximite,,,
Yomou,GIN008006,Surveillance & suivi,Superviseurs de proximité,CDC,Formation de superviseurs de proximite,,,
Beyla,GIN008001,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Beyla,GIN008001,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Boké,GIN001002,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Boké,GIN001002,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Conakry,GIN002001,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Conakry,GIN002001,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Coyah,GIN005001,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Coyah,GIN005001,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Coyah,GIN005001,Surveillance & suivi,Superviseurs de proximité,plan,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Dalaba,GIN007001,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Dalaba,GIN007001,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Dubréka,GIN005002,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Dubréka,GIN005002,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Faranah,GIN003003,Surveillance & suivi,Superviseurs de proximité,UNFPA (2),"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Forecariah,GIN005003,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Forecariah,GIN005003,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Forecariah,GIN005003,Surveillance & suivi,Superviseurs de proximité,plan,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Guéckédou,GIN008002,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Guéckédou,GIN008002,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Guéckédou,GIN008002,Surveillance & suivi,Superviseurs de proximité,plan,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Kankan,GIN004001,Surveillance & suivi,Superviseurs de proximité,UNFPA (9),"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Kankan,GIN004001,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Kérouané,GIN004002,Surveillance & suivi,Superviseurs de proximité,UNFPA,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Kérouané,GIN004002,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Kindia,GIN005004,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Kindia,GIN005004,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Kouroussa,GIN004003,Surveillance & suivi,Superviseurs de proximité,UNFPA (2),"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Kouroussa,GIN004003,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Labé,GIN006002,Surveillance & suivi,Superviseurs de proximité,UNFPA,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Labé,GIN006002,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Lola,GIN008003,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Lola,GIN008003,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Lola,GIN008003,Surveillance & suivi,Superviseurs de proximité,UNFPA,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Macenta,GIN008004,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Macenta,GIN008004,Surveillance & suivi,Superviseurs de proximité,UNFPA (10),"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Macenta,GIN008004,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Macenta,GIN008004,Surveillance & suivi,Superviseurs de proximité,plan,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,UNFPA (18),"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
N'zérékoré,GIN008005,Surveillance & suivi,Superviseurs de proximité,plan,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Siguiri,GIN004005,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Siguiri,GIN004005,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Yomou,GIN008006,Surveillance & suivi,Superviseurs de proximité,UNFPA (18),"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Yomou,GIN008006,Surveillance & suivi,Superviseurs de proximité,OMS,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
Yomou,GIN008006,Surveillance & suivi,Superviseurs de proximité,CDC,"Equipements pour les superviseurs (bottes, imperméable, lampes torches, pile)",,,
